geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000134318.9	ROCK2	7.58	35.81	20.92	11.73	5.71	12.45	13.3	39.3	30.33	1.67	16.72	9.98	19.59	24.01	13.64	10.1	9.71	13.26	18.5	7.34	18.3	29.17	17.45	6.21	18.29	10.35	8.98	23.49	10.99	5.09	14.73	11.65	4.14	4.55	12.54	18.12	14.22	17	17.03	16.36	4.54	10.57	8.86	12.81	12.12
ENSG00000134333.9	LDHA	1246.8	2243.5	1129.7	1065.3	2906.3	1540.7	1953.5	1248.3	1444.9	379.81	1602.1	847.32	3120	1084.3	1793.6	993.9	339.54	1709.3	479.49	398.37	2610.1	1647.8	954.46	1276.4	1135.4	1302	1680.5	619.17	671.48	1072.2	1516.9	2056.4	582.71	2834.7	1013.9	1486.6	2987.3	1767.2	3088.3	1363.1	421.38	14.43	809.72	1990.5	1166.4
ENSG00000134352.15	IL6ST	20.67	40.86	21.31	41.01	21.65	36.81	26.71	11.05	20.51	0.97	28.24	19.1	87.77	9.36	15.4	4.23	6.67	19.2	11.32	3.79	64.21	49.28	17.7	97.66	42.87	27.66	8.62	11.48	15.67	9.51	27.97	11.79	16.8	36.43	79.91	51.98	17.56	18.08	37.49	3.44	49.42	36.2	13.13	19.32	45.19
ENSG00000134363.7	FST	0.3	2.49	0.04	28.78	0.25	0.58	6.78	0.12	0.26	0.42	49.63	1.25	44.04	0	0.38	0.06	0.1	3.51	13.48	0.1	25.3	13.07	1.35	3.4	0.15	16.18	2.42	0.21	82.91	2.06	0.58	408.79	0.05	64.07	1.52	9.64	1.46	0.43	0.06	0.04	0.06	0.75	0.3	8.44	0.38
ENSG00000134460.11	IL2RA	0	0	0	3.01	0	0	0	0	0	0.06	0.02	0.02	0.04	0.04	0	0.23	0.01	0.01	0.01	0.01	0.06	0.18	0.06	0.01	0	0.01	0.02	0	0	0	0	0	0.03	0	0.02	0	0.02	0.01	0	0.02	0.03	0.26	0	0.01	0.08
ENSG00000134470.15	IL15RA	6.36	0.58	7.99	0.79	7.36	15.18	2.97	6.46	8.31	0.59	17.67	19.34	4.08	3.25	4.61	16.35	9.02	2.01	0.31	0.33	23.21	1.4	11.43	12.91	0.79	3.36	6.3	3.27	0.78	12.7	4.95	3.64	9.16	6.97	16.22	40.22	0.57	0.37	16.94	0.42	4.62	1.09	0.07	0.94	16.2
ENSG00000134480.9	CCNH	54.57	47.54	36.47	63.23	85.59	63.33	24.1	54.54	37.26	27.28	112.75	31.06	30.56	42.52	17.6	72.56	93.02	55.12	16.86	43.58	47.75	70.48	42.57	56.58	45.86	47.32	62.48	26.06	30.77	17.85	78.12	67.74	44.34	31	123.73	34.95	92.44	69.06	48.12	90.38	49.51	68.05	79.93	75.74	60.49
ENSG00000134516.11	DOCK2	9.3	2.6	114.4	2.43	27.72	0.22	0.91	0.01	0.08	53.29	11.37	1.77	1.22	0.08	0.38	14.11	0.21	2.89	0.16	0.14	12.37	1.38	0.49	0.04	0.66	0.27	0.32	0.13	0.2	0.15	30.1	0.39	40.47	11.61	5.34	1.63	0.92	0.04	9.99	0.07	0.04	1.35	0.8	0.24	13.49
ENSG00000134574.7	DDB2	50.35	47.02	35.58	11.55	21.49	26.31	17.55	30.95	9.97	12.72	9.91	11.39	17.59	10.53	40.5	16.34	9.21	57.39	22.28	45.97	15.37	39.82	25.36	49.65	37.96	33.12	13.12	29.92	10.15	4.62	6.99	14.23	19.29	18.07	15.06	13.83	5.49	42.05	12.79	26.08	36.61	4.77	29.41	63.18	51.51
ENSG00000134817.9	APLNR	0	0.01	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0.01	2.36	0	0	0.06	0	0.01	0	0	0.02	0	0.01	0	0	0	0.03	0.01	0	0.01	0	0	0	0	0.01	0	0.03	0	0	0	0.04	0
ENSG00000134853.7	PDGFRA	0.12	0.22	0.03	0.91	0.09	0.14	0.1	0	0	0.01	2.31	0.89	28.26	0	0.34	0	0.07	1.18	0.33	0.03	0.04	0.3	0.19	0.06	0.52	0.07	0.01	0.02	0.11	0.07	0.13	1.17	0.11	23.23	0.75	20.7	0.25	1.49	0.25	0.11	0	125.28	0.05	2.29	0.06
ENSG00000134871.13	COL4A2	178.94	56.72	209.87	32.11	76.28	31.33	55.13	0.19	17.74	0.48	170.47	1.72	640.46	10.6	362.5	3.15	0.76	0.03	115	0.03	37.91	8.01	11.71	166.08	4.96	1.59	13.9	0.56	45	368.56	125.99	22.71	0.26	259.81	81.84	345.36	2.7	14.16	246.42	16.81	0.06	26.76	43.29	45.03	362.94
ENSG00000134954.10	ETS1	19.27	20.4	42.37	94.55	24.73	75.13	7.61	6.97	0.74	0.67	39.63	27.33	70.76	6.16	12.95	1.82	0.24	128.43	27.64	0.05	69.24	39.37	31.19	85.33	55.68	99.23	7.53	0.46	15.63	27.02	100.69	40.54	9.47	83.23	47.04	59.87	33.32	63.96	38.08	18.47	0.05	28.82	70.39	31.67	93.05
ENSG00000134982.12	APC	2.33	7.1	4.34	12.68	3.86	8.61	4.08	13.63	10.23	0.95	4.41	1.56	12.1	5.9	5.75	5.48	5.19	5.95	4.3	6.56	5.53	6.49	10.33	3.98	4.22	4.21	2.8	5.39	13.89	5.32	8.32	2.16	4.74	3.59	11.19	10.93	11.55	12.9	8.32	5.96	5.64	14.13	5.19	6.17	5.63
ENSG00000135090.9	TAOK3	13.42	11.54	11.44	5.75	4.53	26.55	5.09	7.32	6.58	19.82	8.17	9.24	19.27	4.42	3.05	32.71	15.25	40.28	31.04	12.79	26.66	27.55	26.39	17.61	3.23	29.29	10.67	15.35	7.51	6.55	6.21	7.65	6.29	12.98	21.41	21.63	32.54	25.96	11.84	6.09	16.64	13.97	55.75	26.65	13.59
ENSG00000135124.10	P2RX4	15.87	7.63	16.65	4.35	11.34	10.45	10.68	6.38	16.75	5.37	16.28	15.92	11.84	3.26	11.83	31.69	16.2	5.6	38.49	58.03	6.78	6.6	22.84	8.11	9.48	25.69	6.88	18.51	11.93	3.55	17.12	12.06	25.23	29.29	17.76	42.02	24.81	70.51	25.37	6.81	35.83	12.9	19.43	14.65	32.24
ENSG00000135144.3	DTX1	0.55	0.19	1.65	0.28	0.14	0.94	0.24	0.12	0.02	1.63	0.17	0.05	0.31	0.01	0.1	0.13	0.09	0.01	5.32	0.12	0.05	0.02	0.2	0.13	1.24	0.08	1.44	0.3	1.86	1.16	0.06	0.03	6.4	0.27	0.1	0.34	0.61	0.94	5.11	0.66	0.42	0.03	0.15	2.25	0.33
ENSG00000135218.13	CD36	0.1	0.16	0.05	0.26	0.05	2.69	0.49	0.11	0.24	0.3	0.1	7.72	0.27	0.19	1.01	0.33	0.16	0.1	0.77	4.22	0.1	0.01	0.23	0.08	0.2	0.08	0.24	2.41	0.84	0.07	0.13	0.07	0.75	0.14	0.3	0.22	2.53	13.28	0.14	0.12	9.14	0.25	0.71	1.45	0.1
ENSG00000135222.6	CSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0
ENSG00000135312.4	HTR1B	0	0.01	0	6.73	0	0	0.04	0.19	0	0	0.01	0.03	0.04	0	0.02	0.01	0	0	0	0.01	0	0.02	0	0	4.15	0	1.1	0.11	0.08	0	0.04	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.04
ENSG00000135336.10	ORC3	10.86	23.71	18.21	27.18	12.76	22.93	27.69	38.38	20.97	11.36	20.57	14.51	11.42	19.67	17.07	35.47	26.87	17.82	16.43	21.11	20.27	33.71	31.01	21.6	17.09	15.96	17.68	20.05	19.45	20.59	31.08	10.66	19.63	12.36	24.37	20.54	16.3	13.57	27.18	27.19	14.94	20.34	10.56	23.27	17.62
ENSG00000135341.13	MAP3K7	10.12	13.43	19.63	21.15	13.42	14.51	18.61	24.02	18.74	14.64	20.33	10.94	11.51	12.94	8.55	21.48	11.98	23.33	13.41	15.58	10.12	18.81	24.92	19.04	18.04	15.09	9.87	18.36	28.48	15.23	19.26	9.99	9.65	10.61	18.7	24.91	18.4	12.64	22.57	15.06	10.71	16.84	8.56	16.15	16.52
ENSG00000135346.4	CGA	0	0	0	0	0.15	0.29	20.54	0	0	0	0.04	9.29	0	0.12	0.09	0.04	0	0.07	0	6.36	0	0	0.19	0.05	4.97	0.03	0.03	0.04	0.17	0.1	0	0.04	0	0.06	0	0.09	0.71	0	0.11	0	0.12	0.4	0	0	0
ENSG00000135374.5	ELF5	0.02	0.01	0	0.03	0	0.02	0	0.26	0	0	0	0.02	0.05	1.02	0.01	0.01	5.57	0.01	0	1.3	0	0	1.16	0.01	0.02	0.4	0.01	0	0	0.02	0	0.01	0.01	0.02	0.03	0	0	0.09	0.08	0.01	79.4	0.04	0	0.01	0
ENSG00000135409.6	AMHR2	0.03	0.44	0.05	0.01	0	0.04	0.01	0	0.01	0.05	0	0.03	0.07	0	0.01	53.4	0	0	1.31	0	0	0.02	0.05	0.1	0.05	0.08	0.02	0.07	0.1	0	0	0.02	0	0	0.04	0	0.03	0.1	0.01	0	0.03	0	0.27	0.12	0.05
ENSG00000135424.11	ITGA7	1.94	0.75	21.8	1.38	1.13	2.73	2.15	5.17	1.7	1.34	1.37	10.88	1.5	1.58	1.68	2.09	1.64	0.32	192.47	1.19	0.46	6.12	0.27	3.09	2.23	1.01	0.64	14.21	3.1	3.73	6.37	5.36	1.35	15.76	8.22	1.39	59.05	73.95	3.94	20.07	2.67	35.68	75.27	2.38	1.79
ENSG00000135439.7	AGAP2	0.21	0.13	0.3	1.82	0.04	0.21	0.29	6.37	0.96	2	0.3	0.09	0.97	0.98	0.01	0.31	0.06	0.82	0.16	2.63	0.12	0.41	0.16	0.26	0.47	0.14	0.07	16.73	0.19	0.04	1.55	0.21	9.91	0.77	0.57	0.18	0.14	0.72	0.22	0.94	0.73	0.29	0.29	0.13	0.25
ENSG00000135446.12	CDK4	208.51	174.85	386.84	304.87	246.9	145.58	71.3	215.77	234.49	189.73	199.96	173.16	99.55	227.89	245.03	228.44	281.36	283.21	294.28	181.81	154.99	237.83	88.34	375.35	167.68	147.54	236.97	278.76	208.83	154.93	235.75	136.97	173.71	448.58	243.41	230.27	140.05	315.51	167.87	312.12	182.94	156.63	278.28	246.29	272.17
ENSG00000135476.7	ESPL1	7.82	9.22	22.33	20.44	3.21	21.31	7.78	24.19	21.05	7.19	10.6	12.76	9.17	10.06	24.01	19.17	11.58	19.07	18.33	15.6	16.46	14.98	17.57	15.85	33.12	16.72	17.77	21.5	24.81	9.45	19.04	12.34	17.4	17.61	12.49	15.81	12.34	19.02	21.95	27.23	28.3	6.97	34.82	22.16	8.39
ENSG00000135503.8	ACVR1B	9.39	8.78	14.22	6.37	7.28	11.53	6.52	13.77	7.72	3.31	8.82	7.49	5.99	14.88	30.26	9.19	6.81	10.29	6.87	15.13	5.32	4.02	7.18	8.2	10.02	9.08	5.11	10.35	17.13	8.01	8.94	4.58	4.36	10.2	9.33	6.82	5.65	8.87	14.29	14.87	15.51	8.06	6.57	6.61	11.22
ENSG00000135587.4	SMPD2	9.96	9.51	7.28	9.21	17.5	6.41	19.03	12.38	10.09	4.64	5.61	7.22	3.03	13.05	13.12	8.82	15.99	7.2	23.6	9.67	6.05	6.47	15.74	7.59	8.36	12.7	6.32	10.74	7.77	5.64	4.4	5.03	4.88	9.21	7.16	4.08	14.87	10.55	16.68	9.38	4.95	8.67	23.97	12.38	6.23
ENSG00000135605.8	TEC	2.21	0.87	3.49	0.53	2.36	3.09	2.17	2.99	3.47	1.17	2.23	2.33	0.61	0.8	0.97	5.86	2.82	0.21	0.88	0.94	3.32	1.73	1.85	0.72	1.53	3	1.52	1.36	2.69	2.5	2.09	1.16	0.64	0.29	0.12	1.63	0.91	0.8	6.46	0.97	0.83	0.04	1.71	0.62	1.78
ENSG00000135643.4	KCNMB4	0.93	0.05	0.13	0.6	0.15	0.15	0.79	1.44	1.43	0.02	0.15	0.48	0.49	0.49	1.28	0.09	4.02	0.22	0.02	0.16	0.12	0.01	0.32	0.25	0.15	1.23	0.23	2.96	0.12	0.11	1.17	1	0.26	0.85	1.37	0.22	0.42	0.39	3.58	1.06	1.97	0.96	0.13	0.61	0.34
ENSG00000135679.17	MDM2	40.19	41.94	100.9	11.06	89.49	15.24	11.37	60.44	33.91	32.66	15.27	12.49	9.6	12.27	48.58	15.53	18.83	37.59	68.66	47.38	15.74	5.51	18.43	132.68	39	25	19.8	31.04	17.79	14.68	9.99	7.4	10.62	8.81	9.97	10.43	24.74	45.49	15.77	14.31	31.8	14.18	140.91	99.71	99.57
ENSG00000135766.8	EGLN1	28.1	45.88	37.96	33.68	26.44	36.25	21.5	24.57	21.41	3.25	15.63	20.58	23.78	8.35	35.6	16.57	6.41	34.43	40.46	6.85	18.93	13.32	22.55	30.16	19.86	21.93	13.98	17.42	22.88	16.11	32.99	12.51	7.6	27.52	9.76	14.64	35.9	22.96	25.13	8.35	10.17	25.01	23.83	21.35	22.76
ENSG00000135828.7	RNASEL	3.56	2.02	2	0.4	2.95	2.02	2.18	1.86	1.96	2.99	2.31	0.76	0.68	2.4	2.39	8.01	1.31	1.65	6.45	5.98	0.7	2.23	4.11	2.52	0.15	1.54	3.59	0.36	4.41	0.53	0.32	0.49	0.86	0.64	4.19	7.81	3.2	2.51	2.5	0	5.21	5.33	3.12	2.86	2.2
ENSG00000135862.5	LAMC1	97.52	106.27	138.01	161.94	105.55	85.04	73.09	37.72	37.3	1.53	132.99	77.56	537.3	10.58	612.75	0.8	17.28	51.66	177.61	11.07	73.71	34.87	35.04	159.58	31.73	144.37	181.36	97.45	88.97	115.61	87.97	36.83	12.8	86.46	143.49	131.27	133.75	91.04	297.49	14.49	25.29	82.27	86.33	232.76	99.89
ENSG00000135914.5	HTR2B	1.02	0.8	0.16	0.06	0.07	0.17	0.08	0.05	0.07	0.21	0.13	0.02	0.02	0.09	0.14	0.02	0.12	0.05	2.23	0.08	0.04	0.54	0.06	0.07	0.24	0.12	0.11	0.06	0	0.02	0.04	0.09	0.01	0.07	0.18	0.18	21.13	0.19	0.16	0.1	0.04	0.01	25.07	2.94	0.11
ENSG00000135925.4	WNT10A	0.25	0.02	0.05	0.25	0.01	1.12	2.16	0.16	0.95	0.02	0.3	3.34	0.02	4.38	1.13	0.01	0	0.2	0	0.01	0.11	0.36	25.69	4.12	0.87	0.01	0.03	0.14	30.39	1.64	0.05	1.79	3.35	0.09	0.19	0.11	0.16	0.01	22.85	2.51	0.02	0.26	0.04	0.07	0.3
ENSG00000135930.9	EIF4E2	100.83	77.19	77.51	64.88	98.05	70.43	90.04	74.76	108.63	41.06	91.94	53.8	198.47	146.87	180.35	40.2	83.62	114.43	97.08	154.16	85.02	121.45	167.96	145.54	85.28	88.55	148.64	111.41	114.85	92.43	86.09	57.47	47.86	126.92	114.71	159.5	110.06	101.58	186.72	71.18	77.99	96.9	91.43	101.52	63.15
ENSG00000135932.6	CAB39	22.7	26.5	41.54	23.31	40.27	38.65	27.63	54.64	43.23	22.98	32.84	34.87	30.61	25.96	23.91	45.51	16.72	24.59	26.73	12.94	41.5	39.36	56.85	41.15	20.56	65.37	17.4	25.39	25.38	16.95	24.75	34.15	12.14	24.86	50.85	28.49	29.42	18.86	54.67	20.06	8.4	23.36	25.41	30.8	30.53
ENSG00000136068.10	FLNB	54.08	286.55	134.39	91.06	24.98	167.32	149.71	38.22	46.1	3.72	97.73	97.19	53.96	76.81	106.5	33.83	81.2	151.15	19.98	45.1	343.62	42.04	49.1	63.1	19.95	151.43	132.59	39.13	68.07	98.73	171.92	239.86	13.46	76.9	75.7	40.24	13.48	11.23	103.48	29.66	100.13	84.77	16.92	22.12	142.54
ENSG00000136111.8	TBC1D4	5.67	8.22	9.71	13.44	1.5	7.5	6.72	29.26	68.72	1.8	8.71	11.17	9.53	15.29	0.32	3.38	7.78	9.57	10.79	2.41	10.57	9.57	7.49	2.46	7.1	11.17	7.74	3.03	1.88	1.06	15.95	4.86	9.29	7.34	1.56	7.01	16.34	13.61	1.1	0.41	2.8	1.41	21.05	7.12	4.7
ENSG00000136146.10	MED4	31.61	25.71	37.45	47.15	44.56	38.73	32.97	51.22	45.86	54.15	36.7	25.16	27.26	46.87	38.51	29.34	31.91	25.61	32.27	29.09	32.32	32.82	19.04	49.66	29.93	30.76	26.15	16.83	27.34	21.2	68.46	27.27	23.34	23.36	51.37	29.65	30.46	42.98	47.12	30.06	32.09	34.59	56.27	27.3	35.41
ENSG00000136160.10	EDNRB	0.03	0.01	0.02	0.2	0.15	0.24	0.01	0.05	0.01	0.02	0.03	0.05	0.02	0	0.07	0	0.01	2.03	117.23	0.02	2.95	13.34	0.1	0	0.02	0.01	0.13	0.01	0.07	0.04	1.96	0	0.04	0.02	0.74	0.05	60.23	109.7	0.01	0.09	0.01	28.08	241.49	28.27	0.04
ENSG00000136237.14	RAPGEF5	0.97	0.04	2.96	0.37	0.23	3.09	0.06	7.17	4.29	0	0.09	0.06	0.36	3.57	1.3	0.65	6	1.21	9.24	1.4	0.04	0.36	4.51	0.9	1.31	2.32	0.49	0.06	3.31	0.43	1.19	1.25	1.6	0.4	0.03	0.03	2.05	5.21	0.68	0.02	2.67	0.44	1.36	2.34	1.35
ENSG00000136238.13	RAC1	258.82	237.48	334.98	334.47	285.6	298.6	245.32	193.36	237.05	97.28	228.39	310.58	250.53	214.41	232.59	127.23	92.06	188.6	166.05	191.8	255.43	138.44	250.36	332.12	308.39	204.92	149.21	257.93	157.06	124.09	340.43	227	147.29	349.94	318.19	372.64	154.45	210.35	152.55	177.58	266.89	214.42	219.9	297.67	366.4
ENSG00000136244.7	IL6	14.34	0.51	8.11	27.21	411.19	18.81	1.27	0.07	0.07	0.09	20.37	5.59	50.56	0.3	1.7	3.87	0.06	14.38	1.93	0.07	22.89	0.24	2.79	4.01	0.75	0.68	27.11	0.04	1.91	9.07	5.38	12.62	0.22	12.99	16.93	55.27	0.6	18.64	6.8	0	0	38.59	0.48	0.5	80.48
ENSG00000136457.5	CHAD	0.02	0.07	0.28	0.02	0.11	0.03	0.11	0.21	0.04	0.01	0.27	0.15	0.67	0.67	0.08	0.13	0.2	0.11	1.98	0.41	0.25	0.36	0.55	0	0.08	0.24	0.06	0.35	0.57	0.57	0.27	0.27	0.64	0.06	0.38	0.49	0.96	0.08	0.28	0.05	0.45	0.1	0.29	0.59	0.1
ENSG00000136487.13	GH2	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136488.10	CSH1	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	2.95	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0.27	0	0	0	0	0	0.04	0	0.01	0	0	0	0	0	0	0
ENSG00000136560.9	TANK	41.75	43.86	52.48	28.47	42.02	25.02	40.58	65.74	33.61	9.09	50.6	22.67	36.2	105.64	17.59	43.64	61.45	47.68	32.64	35.77	28.7	64.61	58.8	40.25	24.37	29.08	39.71	26.93	31.43	32.6	21.94	19.93	26.08	18.43	32.97	38.29	26.23	24.46	40.84	31.12	16.91	40.89	30.51	32.19	32.13
ENSG00000136574.13	GATA4	0.04	1.22	3.15	0	0.01	0.44	0.02	0.07	0.03	0.01	5.13	0.02	0	0.06	0	0.2	0.05	0.01	14.53	0.44	0.02	0.06	0.07	15.22	3.51	2.47	0.04	0.01	0.18	0.01	0	0	0.86	13.35	4.51	0.05	8.38	3.28	0.2	0.06	3.53	0.01	14.14	23.64	3.38
ENSG00000136634.5	IL10	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.01	0	0.6	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.24	0.01	0.03	0	0	0.01	0.14	0.77	0	0.02	0	0.34	0
ENSG00000136653.15	RASSF5	0.91	0.83	0.2	0.29	0.72	5.63	11.88	4.35	2.15	9.78	3.41	5.69	1.88	6.15	0.76	32.97	0.12	0.86	2.5	0.87	4.33	0.57	13.72	2.3	0.64	2.26	0.37	0.82	0.41	1.63	1.13	6.56	86.56	1.85	3.67	2.93	1.1	0.99	0.87	2.4	3.11	0.93	0.7	1.96	0.16
ENSG00000136738.10	STAM	19.26	20.71	16.51	90.05	14.58	29.92	31.16	27.97	30.09	1.67	15.14	26.2	17.1	13.19	12.48	15.49	8.3	19.03	23.36	13.11	28.08	20.2	11.39	49.63	19.8	18.89	10.93	8.12	8.32	15.31	19	7.97	6.55	19.49	14.24	12.11	27.59	12.16	23.44	9.78	19.03	9.24	31.48	9.82	32.5
ENSG00000136810.8	TXN	1167.7	1132.8	445.16	571.81	682.95	843.06	294.56	573.63	835.49	457.76	403.81	323.86	308.45	825.64	406.43	346.38	1233.8	505.33	200.27	392.75	766.72	700.86	296.73	433.94	508.04	518.92	1505.6	389.39	459.75	269.58	794.64	289.08	323.25	436.78	539.88	443.44	362.3	446.24	556.98	568.07	354.9	333.36	304.02	352.09	387.14
ENSG00000136848.12	DAB2IP	9.71	3.11	1.77	19.02	0.65	11.3	5.74	11.56	1.52	0.05	8.13	1.87	26.9	20.76	12.88	0.09	1.82	7.01	22.66	3.05	22.54	14.89	15.06	9.2	2.87	6.39	2.18	12.47	31.09	8.85	15.43	3.7	0.24	13.39	7.46	7.19	24.28	15.64	24.15	15.18	38.93	13.01	7.95	11.51	5.76
ENSG00000136869.13	TLR4	0.45	0.01	2.02	0.06	0.74	0.22	4.46	0	0.01	3.38	10.65	2.78	2.8	1.23	0.1	0.01	0.03	0	0.46	0.01	1.54	0.59	0.05	0	0.01	2.41	0.03	0.02	0.02	0.01	0	0.01	7.24	4.6	0.31	9.56	9.3	3.24	0.12	1	0	17.91	2.13	0.97	2.44
ENSG00000136888.6	ATP6V1G1	150.37	116.71	122.56	192.94	135.75	151.42	125.71	135.85	135.83	77.12	86.55	114.92	58.78	86.63	124.47	160.61	119.89	120.62	202.32	234.37	111.41	123.32	90.91	131.69	101.74	112.38	113.65	116.82	133.38	93.91	115.13	96.89	92.47	110.64	131.2	126.12	238.39	296.7	165.62	123.27	284.4	198.64	286.58	156.52	149.97
ENSG00000136928.4	GABBR2	0.02	0.09	0.23	0.16	0.01	0.37	0.02	0	0	0.16	0.03	0.02	0.01	0	0.05	0.6	0	0.17	0.07	0.14	0.01	0.01	4.74	0.18	0.32	0.03	1.5	0.23	1.16	0.13	0.13	3.15	0.01	0.25	0.03	0	0.05	0.52	0.12	0.17	0	1.1	0	0.02	0.77
ENSG00000136997.10	MYC	52.87	72.14	94.9	72.36	74.91	58.6	41.44	277.25	107.31	446.67	43.52	117.96	74.76	125.95	130.52	107.92	112.08	193.38	33.61	39.55	58.04	9.33	68.17	75.72	78.54	35.35	104.23	112.55	25.54	44.99	84.2	44.16	393.19	63.56	21.76	20.58	79.28	77.86	46.1	155.38	31.75	41.78	87.78	51.35	90.13
ENSG00000137070.13	IL11RA	6.33	2.76	1.48	24	2.67	11.49	7.65	3.67	1.87	3.29	3.58	1.35	9.73	2.45	2.68	5.44	8.1	7.19	16.78	3.7	3.98	11.94	14.36	0.78	6.87	2.52	3.45	31.58	6.87	2.44	9.82	4.37	0.51	1.16	4.52	16.29	6.89	18.4	8.84	4.6	7.81	0.36	7	11.93	2.52
ENSG00000137076.14	TLN1	170.63	67.52	106.62	167.79	82.55	139.37	78.25	67.38	85.82	38	161.08	119.84	360.39	44.58	105.37	98.42	23.22	142.5	78.83	30.98	182.95	88.13	250.62	95.08	152.76	50.54	55.31	70.31	93.14	99.86	96.39	39.58	53.07	279.61	141.13	159.38	145.14	61.77	341.37	53.84	39.62	110.16	84.68	73.46	189.65
ENSG00000137077.3	CCL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0
ENSG00000137080.4	IFNA21	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.02	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.03	0	0
ENSG00000137101.8	CD72	2.36	0.18	0.29	0.51	0.21	0.46	0.55	0.28	0.62	0.39	0.71	0.21	0.63	0.07	0.05	1.16	0.59	0.07	0.57	0.35	0.28	0.64	1.64	0.05	0.9	0.08	0	0.97	1.3	0.24	0.21	0.44	4.83	0.3	0.15	0.21	0.71	0.07	0.46	1.4	1.2	0.1	0.14	0.3	1.13
ENSG00000137154.8	RPS6	1600.9	1673.2	1300.7	2371.3	1773.4	1544.8	625.4	1992	2273.8	2289.5	1485.7	1030.4	1022	1610.2	1892.8	1545.1	3278.9	2686.7	746.55	1038.3	1147.1	3218.9	1036.7	1914.2	442.58	1047.9	1194.8	2077.1	1824.5	1058.3	1796.9	509.98	1370.8	605.33	1117.9	1049.2	976.67	944.98	724.38	1805.9	806.64	1222.4	1026.1	1681.8	1752.4
ENSG00000137193.9	PIM1	26.02	10.16	11.79	19.43	10.32	18.08	16.45	8.3	19.16	3.78	30.05	6.54	55.03	3.27	6.04	592.69	7.03	9.03	5.63	2.61	23.95	8.27	16.94	24.16	21.38	20.38	5.72	48.83	4.14	11.99	6.46	9.96	36.46	40.69	9.09	10.5	2.06	1.58	9.98	0.48	1.88	12.66	4.89	2.52	8.72
ENSG00000137275.9	RIPK1	6.61	8.56	11.39	22.02	6.42	15.38	9.67	16.72	18.37	5.7	19.76	7.64	12.23	12.25	6.61	14.78	3.34	11.33	21.91	12.33	24.76	12	15.83	12.8	18.27	10.09	4.99	22.62	11.05	12.86	16.95	7.87	6.94	10.09	13.58	22.99	12.79	21.3	23.82	10.58	13.74	14.33	17.89	7.54	11.83
ENSG00000137312.10	FLOT1	82.98	61.25	151.89	97.23	65.9	172.92	77.44	53.73	90.9	10.26	266.34	144.42	154.38	96.45	53.63	174.6	49.61	148.79	213.13	152.09	232.94	191.9	191.05	104.95	155.19	83.93	73.47	139.44	77.41	118.7	289.31	187.05	78.61	291.81	261.11	336.44	130.34	92.92	134.19	77.44	101.89	165.94	315.26	96.27	115.52
